comment;date
The day America became great again. 🇺🇸 🇺🇸 🇺🇸;2020-01-24T20:52:03Z
"EVERYONE DONT VOTE FOR TRUMP IN 2020 PLEASEEE  
please & thank you";2020-01-24T03:38:35Z
#Bernie2020;2020-01-17T03:03:14Z
"It's been 3 years already
is America Great again, yet?";2020-01-15T18:48:22Z
Honestly, I’m not a Trump supporter. I do not agree with his policies, and I do not feel he is the definition of a “professional” leader. On the other hand, he is willing to call out problems on both political parties, and he is willing to say what’s on his mind regardless of whether it makes him a popular leader. And for that, he has earned my respect;2020-01-15T18:46:48Z
Didnt get have allegations on him with under aged kids and he dodged the draft? 😂😂;2020-01-14T21:41:18Z
"Always Right. NOW! POTUS DONALD JOHN TRUMP! THE BEST OF THE BEST!
LOVE TO AMERICA AND HER CHILDREN FROM AUSTRALIA!";2020-01-13T05:21:01Z
He's turned out to be the best president in living memory.;2020-01-10T19:59:23Z
What a huge let down he turned out to be;2020-01-06T16:35:44Z
WOW an important moment in US history! the election of greatest president Donald J. Trump!!!!! MAGA! سنهزم الرجل الأبيض ونمسح الولايات المتحدة عن وجه الأرض. كن جاهزا;2020-01-04T00:54:40Z
MAGA 🚩🚩🚩🚩🚩🚩⛳⛳;2020-01-04T00:51:32Z
Idk guys I don't think he's going to make it to the Iowa Caucus;2019-12-30T23:17:17Z
Best decision trump ever made and best decision America has made;2019-12-29T03:21:02Z
Remember when people thought this was a stunt for publicity.;2019-12-26T15:00:26Z
And we’re going todo it again in 2020! 👍🏻🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸;2019-12-25T05:11:55Z
and now he is in impeachment hahaha;2019-12-24T06:39:47Z
Impeached;2019-12-23T14:57:26Z
The liberation of America began Nov 8 2016.;2019-12-22T04:02:06Z
And now he’s the 3rd president to be impeached...;2019-12-19T15:49:51Z
"I gotta admit, when I first heard he was running, I kinda chuckled ""yeah right! Surely it's a joke"". Now, In 2019, I stand with President Trump. He IS a leader America needs. 4 MORE YEARS!!!";2019-12-18T18:34:21Z
Great because Trump is being friendly to russia? other than that it's been a pretty self destructive experience;2019-12-18T15:43:35Z
YG for president 2020;2019-12-15T15:17:20Z
When he announced it and that hard rock riff started playing, I knew this was the man for me 🤣🤣🤣;2019-12-08T01:41:52Z
December 2019,,,still looking back at how this man started;2019-12-07T11:04:48Z
Watching this in 2019. He kept his promises 👍;2019-12-03T11:29:04Z
Trump you did not make America great. You were not in it to make America great you were in it to make yourself great to yourself.;2019-11-26T16:26:33Z
Remember, Honest Abe was also one of the most hated Presidents. Evil hates good.;2019-11-14T10:13:34Z
Trump your train of thought was never on track get some milk;2019-11-11T22:25:17Z
TRUMP 2020!!;2019-11-11T09:20:10Z
Hard to believe that in the first half of 2015 CNN never talked about Trump, what did they talk about 🤔 actual news?;2019-11-05T22:39:19Z
J;2019-11-01T19:54:15Z
God bless President Trump! MAGA KAG;2019-10-27T07:36:37Z
"Make America great again!
God bless America and God bless the United States";2019-10-25T03:44:10Z
Trump 2020;2019-10-25T01:02:59Z
TRUMP 2020!!!!!!!!!!!!!!;2019-10-16T06:33:07Z
"Trump: “I really thought he’d be a great cheerleader.”

Random bystander: “HE’S NOT A LEADER!!!” 

Trump: “He’s not a leader... that’s true... you’re right about that...”

😂😂😂";2019-10-15T22:16:34Z
The greatest president in human history;2019-10-14T06:28:56Z
Everytime he says great agin take a shot off tequila.... then watch it again get funnier everytime;2019-10-14T05:11:50Z
He used to be likeable;2019-10-13T21:25:22Z
Goosebumps all over again....;2019-10-13T10:06:46Z
May God continue to bless our Great President and protect him from the pagan, satanic, forces of evildoers who wish to bestow Communism and enslave our world.;2019-10-11T18:14:55Z
"3 years later nothing is great again 
He did nothing";2019-10-09T18:18:00Z
USA USA USA!! GOD BLESS YOU TRUMP! MAGA!;2019-10-03T02:49:29Z
The guy who built a wall to keep Mexicans away... Imagine that's his biggest agenda... #educatethesepalemfs;2019-10-01T17:58:09Z
Best thing to ever happen for us!;2019-10-01T12:03:36Z
Ah memories;2019-09-29T14:23:59Z
ah amen......TRUMP 20/20!!!!!!!!!!!!!;2019-09-29T05:48:01Z
Goosebumps every time. Best president ever.;2019-09-18T01:16:20Z
The moment Trump declares war on the German existentialists that have taken over the US since Operation Paperclip.;2019-09-14T15:49:46Z
"That was Fire🔥🔥🔥
2020 Vision🇺🇸";2019-09-14T04:57:34Z
Ugh 😑;2019-09-04T01:02:12Z
The best thing ever happen to america since 2016;2019-08-29T05:24:30Z
#trump 2020;2019-08-24T23:49:28Z
I’ve been on the trump train since 2015.. it’s affected relationships in my own family, but I feel 10000% sure that I’m the one that was right. God bless this man;2019-08-22T01:26:13Z
Wow this gave me a very strange feeling on August 19 2019;2019-08-20T03:10:30Z
I'm using internet explorer. There's no way this dude can win. Hillary will crush him in the general elections.  Nice speech though.;2019-08-16T18:09:12Z
2:44 And that ladies and gentlemen is how Trump won.;2019-08-14T22:36:42Z
"A man who had it all he had the love from the news and Hollywood and he gave it up to save the American Dream for us all and make our lives better greater then ever then before and he was loved by them now they hate him because he’s not a Puppet with strings and they call him names and bad things that’s not true and when they attack him they are attacking America that’s why he won and the same for 2020 
Thank you President Trump 
For making America great and keep it great and make it greater then ever before. 🇺🇸🦅🍔⚾️🤠";2019-08-12T04:07:16Z
Trump 2020;2019-08-11T14:09:46Z
3:22;2019-08-10T07:44:51Z
Hard to believe Democrats once thought Trump was doing this as a publicity stunt.;2019-08-09T05:35:02Z
Trump 20/20;2019-08-08T13:17:56Z
i thought this was a prank;2019-08-05T19:58:51Z
3:27 look like on the Simspon;2019-07-31T01:37:15Z
I'll be voting for President Trump again in 2020!;2019-07-28T05:29:16Z
2019 i Love trump. Keep America Great!;2019-07-26T01:37:01Z
Everything he said on day one is what he focused on his presidential. Kept his promise.;2019-07-24T00:48:52Z
Thank you for your sacrifice Mr. Trump! MAGA;2019-07-14T15:58:38Z
Believe me;2019-07-13T12:25:41Z
"T.AKING
R.IGHTEOUSNESS U.NITING.    .     .    .     .
M.ANY 
P.ATRIOTS 
🇺🇸
P.RAISES 
E.CHOED 
N.OW 
C.HRIST 
E.XALTED";2019-07-08T23:34:11Z
Yo;2019-07-07T22:32:03Z
The world saw this and laughed haha.  Just another candidate that won't make it. But my oh my weren't they wrong!  HAHAHA.  TRUMP 2020;2019-07-07T13:13:16Z
Epic;2019-07-06T20:03:48Z
Watching this after Trump meething at DMZ with North Korea. Amazing. Trump 2020;2019-07-01T05:48:47Z
Trumpocolypse 2016 and 2020.;2019-06-27T17:54:59Z
Still so sweet.;2019-06-25T22:18:18Z
Who watches this and thinks, yeah that's my guy.  oh yeah..morons.;2019-06-22T21:53:31Z
His smallest rally ever;2019-06-21T21:59:28Z
Amazing moment;2019-06-21T02:51:59Z
The moment the world ended.;2019-06-18T21:36:22Z
He will never win!;2019-06-18T12:34:00Z
4 years;2019-06-16T21:09:01Z
4 years ago today Donald J. Trump came down the escalator in Trump Tower and shocked the whole world.;2019-06-15T20:28:01Z
Goin down as one of the BEST presidents in history TRUMP 2020 🇺🇸 Make America even greater 2nd term thank you president trump for marking America great again.;2019-06-07T03:04:23Z
USA didn't know she would be screwed;2019-06-06T05:36:03Z
Trump has done a beautiful job too! Now I'm going to watch him win again in 2020!! MAGA!!!;2019-05-28T23:30:59Z
We Need You! Thank GOD For President Trump! #maga #Kag #wwg1wga;2019-05-25T16:24:16Z
Who's watching while Congress is in the Impeachment process? 😂😂😂😂;2019-05-20T21:54:20Z
Obama has been a 'negative force'   SO True!;2019-05-08T20:57:30Z
Donald Trump looks 75 not 50;2019-04-27T18:48:02Z
Hard to imagine knowing what itd be like in april of 2019 when this happened;2019-04-27T00:02:54Z
Make America racist again.;2019-04-21T19:16:24Z
Trump is going to prison.;2019-04-21T14:54:28Z
I have a really good question. Trump announced his candidacy on Tues, 14 Jun 2016. How then could CNN upload this video on the SAME DATE, reporting that the DNC was hacked by Russia and stole their research on Trump? How did the DNC already have research on Trump either before or on the same date he announced his candidacy? If you doubt the date was the same, look! https://youtu.be/FxJiU26Tv-s;2019-04-20T17:58:53Z
This is very nearly 4 years ago already;2019-04-20T02:42:53Z
Whether you hate him or love him;2019-04-14T19:26:03Z
I love this man never thought he would win;2019-03-13T03:10:14Z
He,tells the truth which people don't like eventually.He is talented Man.😎;2019-03-13T00:27:49Z
This is history;2019-03-11T06:09:10Z
This man makes me wish I was American!!!;2019-03-09T04:05:01Z
Update: Worst president ever;2019-03-07T10:35:39Z
JAJAJAJAJAJAJAJAJAJAJA ESCOSES;2019-03-03T19:48:33Z
Epic speech!;2019-03-03T13:49:29Z
"there’s NO WAY he could possibly win!








Oh, wait....";2019-03-01T14:06:45Z
Great man.;2019-02-18T15:22:40Z
The Day the US CHANGED!!! Love him!;2019-02-15T21:31:04Z
"TRumpy boy XD, you still a man without of power, just a bluff.
They got you nailed.";2019-02-15T18:05:29Z
Good Times.;2019-02-15T07:44:26Z
Q;2019-02-15T06:43:14Z
"Trump 2020
Pence 2024
Pence 2028
Shapiro 2032
Shapiro 2036
Hyder 2040
Hyder 2044";2019-02-10T03:18:39Z
DUBSSSSSS;2019-02-02T22:34:28Z
America don't great again you know why Mr President because THEY HAVE GREAT.😁;2019-01-23T10:37:35Z
generation z for trump!!!;2019-01-23T03:56:45Z
it'll never happen!;2019-01-22T00:18:11Z
Now people that voted for him regret it right now;2019-01-21T23:01:25Z
💩;2019-01-20T05:32:37Z
Who’d a thot;2019-01-19T07:19:52Z
Im from 2019 and jobs and the economy is at an all tine high;2019-01-19T07:08:32Z
who wacthing in 2019;2019-01-16T19:29:54Z
Anyone watching in 2019, because it doesn't look like Trump is gonna win a Nobel prize any time soon. Or make Mexico pay for the wall. Or make AMERICA GREAT AGAIN!!!!;2019-01-13T06:45:40Z
"Its now 2 years on from most of these comments. I wonder if the BS has worn thin for most of them. This lying traitor may well be the first president to go to prison. The list of crimes they have connected him to; are staggering.";2019-01-09T23:16:11Z
Watching this January 2019, and it hurts to know everything that has happened since this moment.;2019-01-09T07:31:50Z
Keep America great. Trump 2020.;2019-01-02T19:47:57Z
God bless you DTJ;2018-12-29T02:43:15Z
Greatest day of all of our lives;2018-12-25T15:27:06Z
I watched this mans choices closely. Then when he won I instantly watched this. I love this man.;2018-12-19T02:00:52Z
1.36: anybody bothering to check on the veterans? Only heard of some that really dont like him, not even on  their funeral, so, got the numbers?;2018-12-19T00:16:15Z
I wonder if he regrets this, he could not have know how saturated, or the depth of the corruption throughout the country is.   It is so completely gone, and he just likely showed up one criminal to late,  and no matter what we learn from the Trump presidency we know we have been driven off a cliff by Democrate lust of money, greed and corruption.;2018-12-18T02:16:24Z
Yes we are Mr. President!;2018-12-16T05:44:17Z
This is the first time I’ve ever voted!;2018-12-16T05:42:23Z
We have Obama to thank!;2018-12-16T05:42:09Z
MAGA!;2018-12-16T05:41:18Z
wow the hand movements and the physical persuasion remind me of somebody with a pencil mustache and racist idea that killed 4 million innocent people;2018-12-04T23:28:00Z
When does the greatness start happening?;2018-11-25T16:52:07Z
What a beautiful moment!;2018-11-22T08:02:17Z
One of the greatest speeches of all time, I will tell generations to follow that at the time Trump gave this speech, we were truly in turmoil.  Now America is respected and feared.  He’s brought a light to this country that never existed.;2018-11-21T20:57:05Z
Two years later. Trump made America worst again!!!;2018-11-21T16:33:16Z
It never gets old...I love President Trump!;2018-11-12T23:49:15Z
and everyone said he wouldn't  win when he did this speech...;2018-11-11T03:26:34Z
He was born for this.;2018-11-06T15:11:51Z
This moment in American History...the rest as they say, is history.;2018-11-02T04:29:11Z
started from the bottom now we're much lower;2018-10-20T16:43:32Z
Pray for our president 🙏🙏🙏🙏;2018-10-19T07:26:39Z
History in the making! God bless Trump and God bless America!;2018-10-07T23:46:57Z
hard to believe he actually did it and succeeded. I cringe at the thought of that corporate shedevil being president.;2018-10-07T11:23:19Z
watching in Sept. 2018... in Iran...;2018-10-04T19:55:05Z
One of the greatest days in American history!! MAGA Trump 2020;2018-09-19T13:11:15Z
🇺🇸 🙏;2018-09-15T04:42:29Z
Biggest con artist ever existed;2018-09-13T12:26:14Z
This guy is delusional if he is calling others a negative force. Trump is the physical embodiment of negativity;2018-09-13T12:25:24Z
Dump frump;2018-09-13T12:24:25Z
So... How'd it go, Folks?;2018-09-08T20:10:59Z
3 years later and he has proven himself to be the best President in recent history!;2018-08-29T03:11:41Z
Love ❤️ love my President DJT! MAGA!!;2018-08-06T03:20:35Z
The moment things started to turn good for our wonderful nation!  Thank you President Trump.;2018-08-03T02:26:48Z
All these promises, yet were still fucked. Bending over for Putin and yet you still worship this fool.;2018-07-30T05:46:43Z
and the rest is history;2018-07-21T19:50:26Z
I get chills watching this still.......thank you Lord :);2018-07-20T12:16:07Z
Tony Schwartz wrote The Art Of The Deal. Trump is a lying moron.;2018-07-06T15:45:58Z
Epic;2018-07-01T05:08:34Z
God bless this man, Trump 2020!;2018-07-01T04:00:51Z
Luv trump;2018-06-26T05:52:53Z
#Trump2020;2018-06-23T21:59:07Z
By far, the finest President of our LIFETIMES.;2018-06-22T00:20:48Z
We need one like him for Germany;2018-06-19T07:46:05Z
Hillary For Prison 2018;2018-06-16T17:13:06Z
3 year anniversary;2018-06-16T14:21:25Z
Watching this 3 years after his announcement for president;2018-06-16T13:58:14Z
2018 anyone;2018-05-31T23:42:31Z
Who woulda thunk a year and a half later he'd win;2018-05-30T04:05:27Z
get it Donald !!!!!!!!!!!!!;2018-05-29T20:10:24Z
"I still remember this 3 years ago --- the night of this speech, every Late Night Talk Show was mocking Trump, every news Network was degrading him ---- and he won.  And he won Big League.  Regardless of your Political Affiliation, the Trump win was and is historic --- the FIRST ""outsider"" to win the Presidency.  I'm still floored.";2018-05-26T08:28:43Z
“We our going to make our country great again” greatest words to be spoken.;2018-05-13T18:00:40Z
this is the best thing ever to have happen in the us;2018-05-08T12:50:08Z
Didn’t he pay people to show up to this? That’s crazy that it worked out...;2018-05-05T16:13:45Z
He came he saw they laughed..he WON;2018-05-01T12:31:31Z
Still watching this make America great again;2018-04-24T02:07:09Z
And I’ll be damned if he didn’t do just that. Likely the greatest man to ever live at any point in history.;2018-04-24T01:53:16Z
"How delusional is this guy. He keeps saying ""They..."" are destroying our country, when it is trump himself and alone doing that destruction of values, morals and image of the whole country.";2018-04-19T14:55:49Z
President Donald Trump for 2 Terms U.S Navy Veteran served 5 Yrs 2007-2012 HOOO YAAA 😎 🇺🇸 👍🏽!!!!!!!;2018-03-21T19:06:16Z
Birth of a legend.;2018-03-15T04:32:37Z
What an absolute Legend !!;2018-03-11T02:08:37Z
Its funny, before this day hardly any people gave this guy any thought and then began the tidal wave.;2018-03-04T22:22:21Z
I remember watching this the following day. There was a sense of magic in this speech. He was the ultimate underdog, but there was a vibe that he could win it all.;2018-03-01T11:26:17Z
This is such an epic moment. 136 liberals didn't agree.;2018-02-20T21:12:33Z
Well, he hasn't blown up the world yet, but there's still time.. Trust me, this dude is gonna cause a global catastrophe.;2018-02-18T21:45:20Z
Gives me chills....;2018-02-14T17:34:38Z
"Gawtdam illegals err takin our jawbs!!
*gets offered job in construction, agriculture, janitorial, etc*
That jawb's nawt fer me, I deserve somethin betterr!!";2018-02-12T18:44:22Z
Forgot the way Donald used to talk so his opponents couldn't take his ideas and rebrand them;2018-02-11T14:56:57Z
And the rest is history.;2018-02-10T13:40:35Z
That was a historic moment in time.  The only man that could have changed history.  THANKS TRUMP!!;2018-02-07T09:46:15Z
Anyone here in 2018;2018-02-02T01:07:10Z
MSM=COMMIES;2018-01-23T15:45:36Z
We will make our country terrible again;2018-01-22T03:21:52Z
Never in my mimd would i habe thought that this clown would be our president. Now, he's not a leader, but he sure is entertaining. He might not know what hes doing but he has a way with words...ill give him that.;2018-01-17T11:11:42Z
Every time I hear “ladies and gentlemen” I get those goosebumps all over me in happiness;2018-01-12T20:40:38Z
what a disaster he's been;2018-01-08T13:18:51Z
MAGA!;2017-12-23T22:45:22Z
Looking back DJT was right on every statement;2017-12-22T17:43:22Z
Who remembers when the media tried stating that everybody in the audience were paid to be there?;2017-12-12T15:44:45Z
Some mexican ladies may like trump if you get what im saying 😏😏😏😉😉😉;2017-12-10T00:22:21Z
3:20 is what your looking for.;2017-11-24T05:52:17Z
Best day ever;2017-11-20T08:46:45Z
One of the greatest moments in American history;2017-11-16T23:35:54Z
I would have never imagined two years ago that Trump would win, but what an accomplishment. An individual with no political background beat all of the political elites and even the experienced Hilary Clinton. Incredible.;2017-11-13T09:38:45Z
Is this a 70 years old person.  Really,  he looks 50 and he's energy level  like teenager;2017-11-11T09:02:32Z
i cry evertime;2017-11-04T02:16:51Z
Gud pu$$y is betta den oxagen;2017-10-23T05:29:22Z
What a pathetic little moron....;2017-10-07T16:20:34Z
I voted for Trump but I did not honestly expect him to defeat Hillary. But thank the gods that he did.;2017-09-11T19:28:03Z
top 10 first episodes in anime;2017-09-11T01:49:27Z
Holding back tears as I watch this. I want my country back. God bless Donald Trump and God bless the United States of America!;2017-09-06T03:45:19Z
LMFAO he won!;2017-08-22T08:51:10Z
The day the lefts plans for this country began to die.;2017-08-20T01:24:32Z
Who's here in 2017 before WWIII started?;2017-08-16T22:59:03Z
The day this country died...;2017-08-14T02:43:11Z
Hillary Rodham  Clinton for America  2020;2017-07-15T15:26:14Z
Historic moment!  The beginning of Making America Great Again!  MSM is FAKE NEWS;2017-07-08T08:10:46Z
Thank you God for blessing America with President Trump!;2017-06-22T01:10:41Z
Proudly watching this exactly 2 years later, knowing that, through all the hatred, this man became our President. Thankful we have #PresidentTrump!;2017-06-16T21:56:16Z
"Two years ago today, it started with this.  He won. He's winning in policy efforts. And he will win out over his enemies.


MAGA.";2017-06-16T14:58:25Z
What a great day! Two years ago!!!!;2017-06-15T19:49:21Z
Donald Trump is liar, a fraud and a loser that lose the Presidential race. I want a new President without Donald Trump.;2017-06-05T11:31:16Z
has it already been nearly 2 years now? wow.;2017-05-27T01:58:24Z
304;2017-05-23T15:31:24Z
And he is!!! So much better than Killary Rotten Chicken!!!;2017-05-17T01:13:01Z
TRUMP TWENTY TWENTY!!!;2017-05-15T08:12:38Z
President Trump we did it!;2017-05-12T20:43:57Z
Amazing;2017-05-06T13:19:42Z
I said it 2 years before he even announced. in 2013 I said Donald Trump will be the next president. and I.   have it on a Facebook post;2017-04-18T21:58:52Z
To think that I used to be one of Trump's biggest conservative haters. Now I'm his biggest fan.;2017-04-16T03:47:06Z
American Savior was born!;2017-03-24T06:34:31Z
God bless are 45th president of the United States.;2017-03-14T05:37:37Z
God bless President Trump.;2017-03-02T15:05:18Z
It's great to watch someone DO something for his country. I hope Donald invades Australia and throws out our stupid pm.;2017-02-12T22:17:53Z
"3:01 Trump was so caught up in the moment he completely fucked that line up lol..I think he meant to say ""that's the kind of mindstate that we can't have if you want a leader to make this country great again"" something like that..anyway, I supported Trump so don't think I was talking down on him, just something I noticed he messed up on due to the excitement ;)";2017-02-04T16:47:35Z
"watching this after trump inauguration
amazing speech my man!";2017-01-24T20:32:34Z
"And now Donald Trump is the President of the United States
Jesus Christ";2017-01-23T03:55:07Z
When he announced he was running I had a feeling something special was going to happen, I was right!;2017-01-22T20:56:50Z
Wouldn't it be hilarious if he actually won...? Oh, wait...;2017-01-22T17:14:28Z
Oh my god he did it;2017-01-21T05:55:41Z
Wow oh wow how things change;2017-01-20T22:25:18Z
I hate you trump;2017-01-20T21:50:18Z
"January 20th 2017
It's been such a journey";2017-01-20T17:49:19Z
May the Christian God bless Donald Trump!;2017-01-18T21:47:45Z
I didn't know people in the US where dumb enough to actually vote for this guy. Well it's a shit country anyway, so I don't really care.;2017-01-17T16:49:38Z
It's been a fucking amazing ride, lads.;2017-01-12T03:27:10Z
Please make the world great again Mr Trump. You're all we have.;2017-01-10T09:23:36Z
HOW DARE HE MAKE FUN OF BARACK OBAMA ? WHO HAS MADE THIS COUNTRY A SAFE ONE . HES DONE EVERYRHING HE CAN . TRUMP IS A DANGER TO AMERICA . AND WHEN ARE PEOPLE GONNA REALIZE MELANIA IS A GOLD DIGGER OMG STOP;2017-01-02T13:59:54Z
""" great leader "" he's none of that lmao .";2017-01-02T13:58:18Z
And ur controlled by putin you asshat! #stillnotmypresident!;2016-12-26T06:12:40Z
WSJ never thought Trump would win! Globalists shaking now.;2016-12-08T20:34:07Z
Who's laughing now?;2016-12-04T22:54:23Z
he'll be a one term president.;2016-12-02T08:22:34Z
So proud to have Donald Trump as president elect!;2016-11-25T05:50:49Z
Our vets have been abandoned! Who will keep our pets healthy!?;2016-11-25T00:25:55Z
This man is a hero. You all watch & see;2016-11-19T01:20:28Z
TRUMP TRUMP TRUMP TRUMP;2016-11-16T00:11:20Z
he pulled it off. people were so damn tired of career politicians and the same bullshit speeches. this man was entertaining. on point. spoke from the heart. showed insane work ethic. he pulled it off. he was a movement in america. I hope we never go back to the bullshit of the past. no more Clinton's. no more bushes. no more Obama's.;2016-11-15T12:38:28Z
I come from he future wherein Trump won.....;2016-11-14T07:08:12Z
I love it.  Team Trump. And I am a Hispanic with lots of illegal immigrants in my family. I can't wait for him to appoint a good conservative justice.;2016-11-12T01:20:51Z
Mother of God.;2016-11-11T14:51:07Z
guy's everything happens for a reason something might happen to him who knows.;2016-11-11T02:16:39Z
guy's everything happens for a reason something might happen to him who knows.;2016-11-11T02:16:31Z
Man it was one wild ride. From that to now it was one incredible election season.;2016-11-10T22:49:22Z
AND NOW HE IS PRESIDENT! USA USA USA;2016-11-10T17:51:50Z
Speak English JC penny's;2016-11-10T16:40:38Z
When all odds and people said he couldn't, he said yes we can. And he made it! President Trump you deserve the honor to be commander and chief!;2016-11-10T07:42:56Z
Anyone watching in nov 9th? Cause he won;2016-11-10T05:16:43Z
sending from internet explorer so I dont know when this is gonna post but Donald trump is going to win the presidency unless we do something to stop it, everybody thinks its a joke but im dead serious vote Bernie into the primaries to avoid this mess before its too late!;2016-11-10T00:24:58Z
The Day America Knew That This Country Still Had Hope. Mr. President 2017 Will Be Our Year. #CrookedHillary #Hillary4Prison;2016-11-09T20:51:39Z
I knew it then Mr President;2016-11-09T18:49:05Z
I swear that is a greenscreen although there are people cheering and taking photos???;2016-11-09T17:37:51Z
He won't become president...;2016-11-09T17:37:06Z
Me;2016-11-09T17:17:27Z
lol;2016-11-09T15:21:48Z
it really was dumb and dumber this year and dumber won.;2016-11-09T10:38:36Z
🇺🇸PRESIDENT Donald J. Trump🇺🇸;2016-11-09T09:13:06Z
Whos watching after Trump won!;2016-11-09T08:18:01Z
Who else watched this the moment Trump won?;2016-11-09T08:08:47Z
Well well well...;2016-11-09T06:56:29Z
I am proud of the American people. I salute you.;2016-11-09T06:53:58Z
he didn't even write the art of the deal. Low down yankee liar.;2016-11-01T20:18:19Z
Obama got completely brainwashed by Chairman Mao. He's definitely a negative force. Man. We have been suffering for 8 years! He doesn't know what he's doing. He just enjoys the title of King of the world and plays a lot of golf. He's not a cheer leader, he's a black hole.;2016-10-28T14:23:17Z
Epic! He's opening a new era!;2016-10-26T17:56:55Z
I'm taking a shit while watching this. what's coming out is what this is.;2016-10-23T10:34:27Z
A dark, DARK day in American history.;2016-10-21T04:01:19Z
"Hiw can he create jobs if he keeps saying ""You're fired.""?";2016-10-20T15:39:22Z
I'm with Trump in Germany #TrumpTrain;2016-10-09T22:07:40Z
The energy is off the charts for this man. Fantastic!;2016-09-23T19:51:57Z
This moment is historic.;2016-09-23T18:32:46Z
Finally a man who has stuck to his word! Latinos4Trump;2016-09-19T19:30:17Z
Suicide rates doubled after this day in America;2016-07-02T15:21:37Z
"""and some I assume are good people"" not the majority of immigrants are good people, SOME I ASSUME a double negative to really hint that the minority are actually a majority, it's so incredibly racist it's amazing he made it past this comment.";2016-03-27T21:03:46Z
Well that was poorly articulated;2016-03-04T07:08:27Z
yay trump has won 10 States since joining the campaign;2016-03-03T03:11:46Z
And so it began;2016-02-25T19:31:53Z
Cruz will make America great again.;2016-02-02T06:16:16Z
Lol! Cruz wins Iowa!;2016-02-02T06:15:59Z
trump 2016!;2016-01-12T15:12:51Z
Donald Duck!;2015-06-17T04:16:34Z
Going to be an interesting campaign run for sure. I would like to hear some other professional perspectives of this guy.;2015-06-16T23:16:02Z
Presidential campaign  or a clan rally I was all in I was just hoping he didn't duly anything about Obama not that I care about the guy but I was like yhis is your moment to prove to us why you should be not why someone else who is already on there way out should never had been. Second if this guy get elected prepare to see a lot of dumb shit that will only benefit the wealthy happen ahh o well and vets have been abandoned since forever it nice for someone to say they want to change that but this dude don't know nothing bout no military stand point I can see him going to speak to negotiate truths and when it goes south he's going to say your fired hahahahaha I'd rather have Hilary ;2015-06-16T22:50:13Z
laughtears;2015-06-16T22:08:44Z
1st, and amazing speech!;2015-06-16T21:40:18Z
